,From,To,DateTime,Duration.seconds.,Cell.Tower
4870,104,83,6/5/2006 23:16,1481,7
4871,370,274,6/5/2006 23:16,839,1
4872,29,58,6/5/2006 23:17,1096,8
4873,54,264,6/5/2006 23:17,1293,29
4874,4,197,6/5/2006 23:21,647,15
4875,59,11,6/5/2006 23:24,1084,18
4876,100,68,6/5/2006 23:25,590,30
4877,296,217,6/5/2006 23:29,1439,11
4878,304,23,6/5/2006 23:30,1966,11
4879,368,196,6/5/2006 23:30,988,12
4880,17,0,6/5/2006 23:31,1232,15
4881,250,41,6/5/2006 23:31,907,16
4882,27,2,6/5/2006 23:32,905,25
4883,146,9,6/5/2006 23:33,1109,1
4884,122,23,6/5/2006 23:34,887,6
4885,131,23,6/5/2006 23:36,1231,22
4886,50,0,6/5/2006 23:37,1243,28
4887,381,199,6/5/2006 23:38,1420,9
4888,68,323,6/5/2006 23:42,1235,29
4889,137,5,6/5/2006 23:42,1593,15
4890,259,148,6/5/2006 23:42,1265,12
4891,337,41,6/5/2006 23:42,1675,28
4892,121,8,6/5/2006 23:43,1524,9
4893,371,1,6/5/2006 23:43,1128,19
4894,29,24,6/5/2006 23:44,1189,8
4895,71,209,6/5/2006 23:44,1272,28
4896,108,13,6/5/2006 23:44,1409,9
4897,292,376,6/5/2006 23:44,993,11
4898,384,189,6/5/2006 23:45,1086,9
4899,71,82,6/5/2006 23:48,1243,28
4900,54,310,6/5/2006 23:49,1133,29
4901,363,42,6/5/2006 23:49,1391,29
4902,345,205,6/5/2006 23:51,1007,9
4903,58,186,6/5/2006 23:52,843,17
4904,249,138,6/5/2006 23:52,594,11
4905,336,248,6/5/2006 23:52,847,30
4906,296,217,6/5/2006 23:54,1238,11
4907,184,49,6/5/2006 23:58,401,2
4908,320,369,6/5/2006 23:59,1678,16
4909,35,75,6/6/2006 0:04,445,15
4910,157,61,6/6/2006 0:04,1389,1
4911,88,53,6/6/2006 0:07,1776,29
4912,84,2,6/6/2006 0:16,717,11
4913,381,199,6/6/2006 0:17,704,29
4914,9,16,6/6/2006 0:21,1069,25
4915,65,32,6/6/2006 0:22,1390,29
4916,266,389,6/6/2006 0:27,1023,11
4917,212,123,6/6/2006 0:39,1368,28
4918,51,307,6/6/2006 0:40,1172,11
4919,266,389,6/6/2006 0:48,860,11
4920,385,179,6/6/2006 0:52,1013,6
4921,163,56,6/6/2006 0:56,1317,22
4922,341,357,6/6/2006 1:01,1475,20
4923,295,329,6/6/2006 1:09,1190,30
4924,210,367,6/6/2006 1:19,806,27
4925,274,172,6/6/2006 1:24,1191,10
4926,159,66,6/6/2006 1:27,916,11
4927,155,17,6/6/2006 1:30,461,28
4928,179,2,6/6/2006 1:37,1043,30
4929,347,205,6/6/2006 1:45,1117,22
4930,164,38,6/6/2006 1:46,1194,30
4931,239,28,6/6/2006 1:48,1140,18
4932,146,219,6/6/2006 1:49,1012,1
4933,385,90,6/6/2006 1:54,568,6
4934,123,317,6/6/2006 1:57,1416,25
4935,208,192,6/6/2006 1:58,833,17
4936,220,186,6/6/2006 1:58,1034,24
4937,283,345,6/6/2006 2:16,1158,11
4938,246,5,6/6/2006 2:17,1272,17
4939,260,21,6/6/2006 2:19,1689,28
4940,361,315,6/6/2006 2:24,1160,11
4941,346,1,6/6/2006 2:25,808,8
4942,328,142,6/6/2006 2:26,1180,30
4943,31,3,6/6/2006 2:35,800,30
4944,120,325,6/6/2006 2:39,1244,28
4945,75,177,6/6/2006 2:41,1167,17
4946,183,17,6/6/2006 2:43,1554,1
4947,16,246,6/6/2006 2:45,955,11
4948,361,315,6/6/2006 2:52,934,28
4949,12,0,6/6/2006 3:00,854,29
4950,182,13,6/6/2006 3:00,858,27
4951,195,245,6/6/2006 3:17,1310,11
4952,58,38,6/6/2006 3:20,1257,23
4953,236,167,6/6/2006 3:24,1268,1
4954,359,118,6/6/2006 3:25,1455,21
4955,19,215,6/6/2006 3:51,839,30
4956,44,163,6/6/2006 3:56,974,21
4957,104,11,6/6/2006 3:56,1018,26
4958,75,35,6/6/2006 3:58,295,17
4959,82,103,6/6/2006 4:01,1150,15
4960,155,5,6/6/2006 4:04,1195,11
4961,170,234,6/6/2006 4:09,1104,23
4962,295,26,6/6/2006 4:09,896,30
4963,329,152,6/6/2006 4:10,1153,11
4964,350,305,6/6/2006 4:10,691,24
4965,97,5,6/6/2006 4:16,1295,22
4966,359,118,6/6/2006 4:27,1166,21
4967,10,23,6/6/2006 4:33,522,30
4968,78,98,6/6/2006 4:41,1008,16
4969,178,191,6/6/2006 4:42,1164,11
4970,392,358,6/6/2006 4:42,1522,29
4971,11,20,6/6/2006 4:45,1036,30
4972,164,38,6/6/2006 4:49,1884,30
4973,215,272,6/6/2006 4:52,973,29
4974,211,97,6/6/2006 5:04,866,15
4975,31,5,6/6/2006 5:23,1264,30
4976,236,13,6/6/2006 5:34,1000,1
4977,25,71,6/6/2006 5:38,1579,29
4978,245,1,6/6/2006 5:38,1294,22
4979,111,41,6/6/2006 5:41,793,29
4980,166,154,6/6/2006 5:43,601,29
4981,140,214,6/6/2006 5:46,1142,11
4982,125,27,6/6/2006 5:50,891,29
4983,82,103,6/6/2006 5:54,1055,15
4984,230,8,6/6/2006 6:03,1222,28
4985,192,320,6/6/2006 6:14,914,11
4986,29,11,6/6/2006 6:15,888,25
4987,210,49,6/6/2006 6:19,956,27
4988,294,30,6/6/2006 6:33,791,22
4989,181,15,6/6/2006 6:34,1061,15
4990,179,386,6/6/2006 6:38,586,30
4991,90,204,6/6/2006 6:45,1574,30
4992,204,93,6/6/2006 6:46,1157,13
4993,321,138,6/6/2006 6:46,1349,16
4994,265,24,6/6/2006 6:47,1025,29
4995,201,5,6/6/2006 6:51,777,5
4996,315,32,6/6/2006 7:02,922,29
4997,280,41,6/6/2006 7:03,1137,29
4998,304,23,6/6/2006 7:19,1571,11
4999,120,173,6/6/2006 7:21,1345,28
5000,221,174,6/6/2006 7:23,1129,20
5001,73,41,6/6/2006 7:24,1575,21
5002,225,319,6/6/2006 7:24,1001,30
5003,135,12,6/6/2006 7:27,1369,29
5004,286,92,6/6/2006 7:32,782,11
5005,234,218,6/6/2006 7:34,716,11
5006,282,199,6/6/2006 7:38,653,19
5007,331,78,6/6/2006 7:38,1242,11
5008,131,303,6/6/2006 7:43,552,22
5009,295,26,6/6/2006 7:43,575,30
5010,283,345,6/6/2006 7:52,588,28
5011,52,253,6/6/2006 7:57,823,18
5012,319,225,6/6/2006 7:59,1035,16
5013,298,144,6/6/2006 8:00,1072,22
5014,264,229,6/6/2006 8:01,2031,29
5015,374,13,6/6/2006 8:01,996,13
5016,380,363,6/6/2006 8:01,1076,11
5017,8,195,6/6/2006 8:03,704,29
5018,303,131,6/6/2006 8:05,936,26
5019,238,7,6/6/2006 8:07,1353,29
5020,319,225,6/6/2006 8:08,1162,11
5021,346,1,6/6/2006 8:09,595,28
5022,376,20,6/6/2006 8:10,1775,13
5023,67,41,6/6/2006 8:11,1219,16
5024,221,174,6/6/2006 8:12,1427,20
5025,68,2,6/6/2006 8:14,1155,28
5026,247,239,6/6/2006 8:15,961,22
5027,0,5,6/6/2006 8:16,976,7
5028,10,79,6/6/2006 8:16,722,30
5029,133,178,6/6/2006 8:16,833,13
5030,73,122,6/6/2006 8:18,1149,21
5031,178,191,6/6/2006 8:18,952,11
5032,332,0,6/6/2006 8:18,769,11
5033,313,162,6/6/2006 8:19,870,28
5034,315,32,6/6/2006 8:19,986,28
5035,316,52,6/6/2006 8:21,1639,18
5036,40,15,6/6/2006 8:22,513,24
5037,45,4,6/6/2006 8:22,1404,27
5038,257,27,6/6/2006 8:22,1226,30
5039,392,27,6/6/2006 8:22,1078,29
5040,47,231,6/6/2006 8:23,626,28
5041,303,131,6/6/2006 8:24,726,26
5042,30,101,6/6/2006 8:26,989,18
5043,288,56,6/6/2006 8:26,765,1
5044,352,3,6/6/2006 8:27,1029,29
5045,355,0,6/6/2006 8:27,868,28
5046,139,75,6/6/2006 8:29,663,24
5047,259,148,6/6/2006 8:29,690,30
5048,307,84,6/6/2006 8:29,459,7
5049,118,55,6/6/2006 8:30,803,30
5050,320,369,6/6/2006 8:30,1175,28
5051,84,307,6/6/2006 8:32,1073,11
5052,87,35,6/6/2006 8:33,779,28
5053,87,1,6/6/2006 8:34,1818,11
5054,212,123,6/6/2006 8:36,1578,28
5055,371,1,6/6/2006 8:38,1435,22
5056,38,58,6/6/2006 8:39,1089,1
5057,93,50,6/6/2006 8:39,585,29
5058,113,5,6/6/2006 8:41,805,30
5059,158,342,6/6/2006 8:41,1382,22
5060,259,148,6/6/2006 8:41,935,30
5061,117,143,6/6/2006 8:42,1510,11
5062,248,336,6/6/2006 8:42,784,16
5063,307,84,6/6/2006 8:42,1381,7
5064,217,192,6/6/2006 8:43,1040,6
5065,287,213,6/6/2006 8:43,844,13
5066,385,90,6/6/2006 8:44,904,6
5067,88,79,6/6/2006 8:46,1139,29
5068,318,139,6/6/2006 8:47,1012,29
5069,122,23,6/6/2006 8:48,1853,24
5070,350,305,6/6/2006 8:48,1692,24
5071,176,148,6/6/2006 8:50,1143,18
5072,329,295,6/6/2006 8:53,1474,11
5073,30,3,6/6/2006 8:55,1267,18
5074,128,75,6/6/2006 8:55,724,11
5075,224,34,6/6/2006 8:55,888,24
5076,312,38,6/6/2006 8:56,772,29
5077,108,7,6/6/2006 8:57,1268,28
5078,173,120,6/6/2006 8:57,872,28
5079,228,3,6/6/2006 9:00,971,13
5080,84,307,6/6/2006 9:01,1422,11
5081,126,85,6/6/2006 9:02,631,8
5082,118,213,6/6/2006 9:04,1356,30
5083,379,364,6/6/2006 9:04,1326,24
5084,186,220,6/6/2006 9:05,567,22
5085,81,142,6/6/2006 9:06,1286,10
5086,146,13,6/6/2006 9:06,792,1
5087,126,42,6/6/2006 9:09,1471,8
5088,42,203,6/6/2006 9:10,908,13
5089,201,18,6/6/2006 9:11,816,11
5090,243,19,6/6/2006 9:11,1578,1
5091,266,389,6/6/2006 9:12,885,29
5092,305,293,6/6/2006 9:12,1140,6
5093,72,172,6/6/2006 9:13,682,17
5094,195,8,6/6/2006 9:13,1222,11
5095,227,296,6/6/2006 9:14,1069,29
5096,21,129,6/6/2006 9:15,1263,29
5097,272,215,6/6/2006 9:15,1352,11
5098,371,60,6/6/2006 9:17,1198,22
5099,156,101,6/6/2006 9:19,578,20
5100,316,5,6/6/2006 9:20,301,18
5101,118,40,6/6/2006 9:22,1246,30
5102,168,226,6/6/2006 9:22,1056,22
5103,352,32,6/6/2006 9:22,1351,29
5104,326,90,6/6/2006 9:26,383,18
5105,160,223,6/6/2006 9:27,1095,18
5106,216,1,6/6/2006 9:27,1094,29
5107,40,276,6/6/2006 9:28,995,24
5108,176,54,6/6/2006 9:28,1596,18
5109,382,350,6/6/2006 9:28,1480,15
5110,287,244,6/6/2006 9:31,1024,11
5111,16,246,6/6/2006 9:32,800,11
5112,13,5,6/6/2006 9:33,1626,13
5113,147,5,6/6/2006 9:33,643,28
5114,179,2,6/6/2006 9:33,302,30
5115,371,1,6/6/2006 9:33,802,22
5116,20,223,6/6/2006 9:35,858,30
5117,202,393,6/6/2006 9:35,1627,22
5118,204,90,6/6/2006 9:35,1031,13
5119,315,361,6/6/2006 9:35,1044,28
5120,222,319,6/6/2006 9:36,937,30
5121,346,120,6/6/2006 9:37,1124,28
5122,312,275,6/6/2006 9:38,1239,29
5123,328,3,6/6/2006 9:39,924,30
5124,304,4,6/6/2006 9:40,745,29
5125,108,7,6/6/2006 9:42,265,28
5126,318,139,6/6/2006 9:42,896,11
5127,26,90,6/6/2006 9:43,882,11
5128,313,162,6/6/2006 9:45,1545,28
5129,147,26,6/6/2006 9:46,721,28
5130,356,11,6/6/2006 9:47,1189,15
5131,314,5,6/6/2006 9:48,883,17
5132,152,329,6/6/2006 9:49,1151,29
5133,224,71,6/6/2006 9:49,1067,24
5134,272,215,6/6/2006 9:50,605,11
5135,84,2,6/6/2006 9:51,1416,11
5136,26,5,6/6/2006 9:52,881,11
5137,51,187,6/6/2006 9:52,1107,11
5138,111,41,6/6/2006 9:54,835,29
5139,381,12,6/6/2006 9:54,732,29
5140,139,75,6/6/2006 9:55,871,24
5141,149,144,6/6/2006 9:55,821,21
5142,367,210,6/6/2006 9:55,1055,29
5143,39,14,6/6/2006 9:56,1082,10
5144,204,398,6/6/2006 9:56,1242,13
5145,374,13,6/6/2006 9:57,1138,13
5146,303,131,6/6/2006 9:59,1317,26
5147,170,5,6/6/2006 10:00,1056,23
5148,228,92,6/6/2006 10:00,1172,13
5149,208,3,6/6/2006 10:01,1021,17
5150,211,391,6/6/2006 10:01,1443,15
5151,314,250,6/6/2006 10:01,1016,17
5152,378,0,6/6/2006 10:02,1730,30
5153,193,3,6/6/2006 10:04,1062,22
5154,55,164,6/6/2006 10:05,1137,20
5155,130,111,6/6/2006 10:05,1116,28
5156,167,290,6/6/2006 10:05,1323,15
5157,245,195,6/6/2006 10:06,707,18
5158,253,7,6/6/2006 10:06,1476,16
5159,274,103,6/6/2006 10:06,778,10
5160,9,198,6/6/2006 10:08,1469,25
5161,181,19,6/6/2006 10:10,636,12
5162,336,248,6/6/2006 10:10,983,30
5163,195,245,6/6/2006 10:11,683,11
5164,209,71,6/6/2006 10:11,1161,29
5165,321,138,6/6/2006 10:12,1452,16
5166,215,272,6/6/2006 10:13,1297,29
5167,111,42,6/6/2006 10:16,206,29
5168,114,5,6/6/2006 10:16,1139,1
5169,126,42,6/6/2006 10:17,1317,8
5170,138,1,6/6/2006 10:18,602,28
5171,267,387,6/6/2006 10:19,774,30
5172,305,293,6/6/2006 10:21,1075,6
5173,340,14,6/6/2006 10:21,1055,11
5174,72,15,6/6/2006 10:22,1273,17
5175,90,204,6/6/2006 10:22,1505,30
5176,375,333,6/6/2006 10:23,1422,11
5177,378,0,6/6/2006 10:23,1347,30
5178,269,41,6/6/2006 10:24,1323,1
5179,323,68,6/6/2006 10:26,873,10
5180,362,1,6/6/2006 10:27,1120,30
5181,170,3,6/6/2006 10:28,1187,23
5182,374,157,6/6/2006 10:30,984,13
5183,59,11,6/6/2006 10:31,989,29
5184,378,275,6/6/2006 10:31,1331,30
5185,190,170,6/6/2006 10:32,1387,29
5186,40,276,6/6/2006 10:33,873,24
5187,182,38,6/6/2006 10:33,1453,29
5188,24,260,6/6/2006 10:34,1400,30
5189,353,89,6/6/2006 10:34,1407,11
5190,282,199,6/6/2006 10:37,1248,19
5191,317,379,6/6/2006 10:37,1592,30
5192,342,1,6/6/2006 10:37,1100,29
5193,14,2,6/6/2006 10:38,1089,18
5194,56,1,6/6/2006 10:38,1182,22
5195,130,14,6/6/2006 10:38,1003,28
5196,215,272,6/6/2006 10:38,1621,29
5197,259,148,6/6/2006 10:40,1608,30
5198,59,113,6/6/2006 10:41,1137,11
5199,145,0,6/6/2006 10:41,1499,29
5200,32,57,6/6/2006 10:44,941,29
5201,48,154,6/6/2006 10:44,967,28
5202,91,365,6/6/2006 10:46,1075,30
5203,348,5,6/6/2006 10:46,1161,23
5204,93,180,6/6/2006 10:47,1084,29
5205,225,35,6/6/2006 10:48,1074,30
5206,271,279,6/6/2006 10:49,1359,13
5207,133,70,6/6/2006 10:50,938,13
5208,317,379,6/6/2006 10:52,1104,30
5209,180,5,6/6/2006 10:53,1353,10
5210,374,157,6/6/2006 10:53,1032,13
5211,320,243,6/6/2006 10:54,1041,28
5212,87,1,6/6/2006 10:55,641,14
5213,24,260,6/6/2006 10:58,1765,30
5214,133,21,6/6/2006 10:58,1306,13
5215,165,203,6/6/2006 10:58,1014,29
5216,52,354,6/6/2006 11:00,1024,18
5217,35,1,6/6/2006 11:02,1474,15
5218,233,42,6/6/2006 11:02,779,11
5219,1,200,6/6/2006 11:04,1216,29
5220,316,52,6/6/2006 11:04,1796,18
5221,227,1,6/6/2006 11:06,1298,21
5222,277,9,6/6/2006 11:06,886,28
5223,14,128,6/6/2006 11:07,333,18
5224,13,374,6/6/2006 11:08,1153,13
5225,55,118,6/6/2006 11:09,1500,20
5226,84,2,6/6/2006 11:09,1005,28
5227,66,153,6/6/2006 11:10,1729,28
5228,122,23,6/6/2006 11:10,942,24
5229,274,172,6/6/2006 11:17,914,10
5230,387,69,6/6/2006 11:17,1089,28
5231,67,19,6/6/2006 11:19,867,16
5232,169,61,6/6/2006 11:21,971,28
5233,97,211,6/6/2006 11:22,954,22
5234,175,308,6/6/2006 11:22,1289,30
5235,258,132,6/6/2006 11:23,843,29
5236,373,61,6/6/2006 11:24,902,29
5237,36,21,6/6/2006 11:25,1055,28
5238,163,56,6/6/2006 11:25,1289,22
5239,157,374,6/6/2006 11:26,1651,1
5240,68,2,6/6/2006 11:28,1126,28
5241,342,158,6/6/2006 11:28,442,29
5242,356,11,6/6/2006 11:28,588,15
5243,166,16,6/6/2006 11:30,916,11
5244,20,223,6/6/2006 11:31,739,30
5245,124,9,6/6/2006 11:31,1396,1
5246,229,264,6/6/2006 11:32,791,15
5247,195,8,6/6/2006 11:33,1459,11
5248,165,1,6/6/2006 11:34,1033,29
5249,100,23,6/6/2006 11:35,936,30
5250,301,275,6/6/2006 11:35,1163,17
5251,395,48,6/6/2006 11:35,1643,11
5252,367,210,6/6/2006 11:36,853,29
5253,383,92,6/6/2006 11:38,1157,10
5254,392,27,6/6/2006 11:38,704,29
5255,396,81,6/6/2006 11:38,1176,18
5256,32,0,6/6/2006 11:39,709,29
5257,190,222,6/6/2006 11:39,1095,29
5258,248,336,6/6/2006 11:40,791,16
5259,160,205,6/6/2006 11:45,1221,22
5260,180,5,6/6/2006 11:45,1398,10
5261,88,53,6/6/2006 11:47,1664,29
5262,118,359,6/6/2006 11:47,585,30
5263,135,12,6/6/2006 11:48,1926,29
5264,97,61,6/6/2006 11:49,975,22
5265,147,5,6/6/2006 11:49,1056,28
5266,46,12,6/6/2006 11:50,800,30
5267,76,71,6/6/2006 11:50,1151,29
5268,395,48,6/6/2006 11:50,1215,11
5269,61,154,6/6/2006 11:51,1280,28
5270,79,169,6/6/2006 11:51,1247,16
5271,7,206,6/6/2006 11:52,1218,29
5272,193,3,6/6/2006 11:53,1135,22
5273,394,199,6/6/2006 11:53,1061,10
5274,196,118,6/6/2006 11:55,595,11
5275,227,28,6/6/2006 11:57,1414,21
5276,197,4,6/6/2006 12:00,866,29
5277,384,305,6/6/2006 12:00,1497,29
5278,162,207,6/6/2006 12:01,798,30
5279,385,179,6/6/2006 12:01,768,6
5280,196,118,6/6/2006 12:02,770,11
5281,329,152,6/6/2006 12:04,1277,11
5282,230,93,6/6/2006 12:06,1284,28
5283,321,3,6/6/2006 12:06,1185,16
5284,352,32,6/6/2006 12:06,528,29
5285,149,138,6/6/2006 12:09,1078,21
5286,205,160,6/6/2006 12:09,998,29
5287,21,79,6/6/2006 12:14,1090,29
5288,179,0,6/6/2006 12:14,122,8
5289,319,222,6/6/2006 12:14,799,11
5290,143,117,6/6/2006 12:15,1501,29
5291,222,24,6/6/2006 12:16,727,30
5292,325,330,6/6/2006 12:17,984,18
5293,66,153,6/6/2006 12:18,1007,29
5294,201,5,6/6/2006 12:18,1069,11
5295,399,3,6/6/2006 12:19,1525,24
5296,0,378,6/6/2006 12:21,1133,7
5297,61,33,6/6/2006 12:22,1713,28
5298,181,19,6/6/2006 12:22,679,15
5299,197,368,6/6/2006 12:22,610,29
5300,246,16,6/6/2006 12:24,580,16
5301,117,12,6/6/2006 12:26,1312,28
5302,39,14,6/6/2006 12:27,1713,10
5303,203,165,6/6/2006 12:27,1151,20
5304,343,1,6/6/2006 12:28,1088,30
5305,29,11,6/6/2006 12:33,582,25
5306,297,15,6/6/2006 12:37,1175,22
5307,9,251,6/6/2006 12:39,806,25
5308,246,16,6/6/2006 12:39,1330,17
5309,319,222,6/6/2006 12:40,996,16
5310,136,60,6/6/2006 12:41,984,10
5311,52,143,6/6/2006 12:42,1453,18
5312,254,136,6/6/2006 12:43,713,11
5313,328,142,6/6/2006 12:45,865,30
5314,239,247,6/6/2006 12:46,938,18
5315,25,71,6/6/2006 12:47,1092,29
5316,166,16,6/6/2006 12:47,435,11
5317,205,160,6/6/2006 12:47,786,28
5318,49,252,6/6/2006 12:48,1505,28
5319,86,1,6/6/2006 12:48,961,7
5320,167,290,6/6/2006 12:49,845,15
5321,69,387,6/6/2006 12:50,921,17
5322,258,34,6/6/2006 12:51,562,11
5323,130,111,6/6/2006 12:53,1171,28
5324,246,5,6/6/2006 12:53,1541,17
5325,56,288,6/6/2006 12:55,1289,22
5326,123,317,6/6/2006 12:55,1451,25
5327,144,54,6/6/2006 12:56,659,16
5328,47,21,6/6/2006 12:57,925,28
5329,294,87,6/6/2006 12:57,960,22
5330,207,27,6/6/2006 12:59,1232,30
5331,148,176,6/6/2006 13:01,1144,11
5332,311,37,6/6/2006 13:02,899,25
5333,266,30,6/6/2006 13:03,764,11
5334,144,149,6/6/2006 13:04,1055,16
5335,331,134,6/6/2006 13:05,944,14
5336,315,361,6/6/2006 13:06,1615,28
5337,154,166,6/6/2006 13:09,894,13
5338,247,386,6/6/2006 13:10,1165,22
5339,15,63,6/6/2006 13:12,982,7
5340,343,1,6/6/2006 13:12,1328,30
5341,26,49,6/6/2006 13:17,758,11
5342,17,214,6/6/2006 13:18,930,23
5343,81,162,6/6/2006 13:18,714,10
5344,9,74,6/6/2006 13:22,557,25
5345,363,134,6/6/2006 13:24,988,29
5346,29,58,6/6/2006 13:26,820,25
5347,295,329,6/6/2006 13:27,747,30
5348,206,47,6/6/2006 13:30,1330,21
5349,53,127,6/6/2006 13:31,1443,28
5350,112,327,6/6/2006 13:31,1078,18
5351,229,264,6/6/2006 13:31,1264,15
5352,356,11,6/6/2006 13:31,993,15
5353,316,5,6/6/2006 13:32,935,18
5354,355,0,6/6/2006 13:33,836,29
5355,126,42,6/6/2006 13:34,1202,8
5356,141,21,6/6/2006 13:34,1262,11
5357,336,6,6/6/2006 13:34,761,30
5358,158,357,6/6/2006 13:38,847,22
5359,323,202,6/6/2006 13:38,1031,10
5360,93,215,6/6/2006 13:40,1254,29
5361,64,32,6/6/2006 13:41,1125,29
5362,72,35,6/6/2006 13:41,1099,17
5363,107,1,6/6/2006 13:43,1447,28
5364,215,93,6/6/2006 13:43,1402,29
5365,382,350,6/6/2006 13:43,1066,15
5366,87,35,6/6/2006 13:44,1028,11
5367,111,41,6/6/2006 13:44,1005,29
5368,58,38,6/6/2006 13:46,1032,23
5369,343,1,6/6/2006 13:46,1290,30
5370,127,53,6/6/2006 13:47,1368,20
5371,212,123,6/6/2006 13:49,837,28
5372,303,131,6/6/2006 13:49,1101,26
5373,75,35,6/6/2006 13:50,1010,17
5374,12,46,6/6/2006 13:51,1099,29
5375,99,56,6/6/2006 13:51,942,28
5376,277,9,6/6/2006 13:51,969,28
5377,125,94,6/6/2006 13:52,1556,29
5378,144,23,6/6/2006 13:52,938,16
5379,379,317,6/6/2006 13:52,1049,24
5380,392,27,6/6/2006 13:52,1460,29
5381,48,2,6/6/2006 13:53,1647,28
5382,266,190,6/6/2006 13:53,1629,11
5383,241,80,6/6/2006 13:54,1116,29
5384,40,15,6/6/2006 13:55,913,24
5385,238,7,6/6/2006 13:57,1345,29
5386,234,170,6/6/2006 14:00,1245,11
5387,248,7,6/6/2006 14:00,967,16
5388,315,361,6/6/2006 14:00,1159,28
5389,239,28,6/6/2006 14:02,981,18
5390,295,3,6/6/2006 14:02,836,30
5391,319,222,6/6/2006 14:04,1308,11
5392,281,137,6/6/2006 14:05,1191,28
5393,373,41,6/6/2006 14:05,868,29
5394,386,179,6/6/2006 14:06,1313,11
5395,194,5,6/6/2006 14:07,797,19
5396,278,239,6/6/2006 14:09,1051,23
5397,316,5,6/6/2006 14:09,1528,18
5398,72,35,6/6/2006 14:10,778,17
5399,320,369,6/6/2006 14:11,881,28
5400,226,168,6/6/2006 14:12,1279,30
5401,162,207,6/6/2006 14:15,1297,30
5402,56,315,6/6/2006 14:16,1274,22
5403,91,13,6/6/2006 14:16,802,30
5404,181,19,6/6/2006 14:17,1376,15
5405,14,25,6/6/2006 14:18,1089,18
5406,216,1,6/6/2006 14:18,1275,28
5407,335,14,6/6/2006 14:20,1365,10
5408,126,213,6/6/2006 14:24,1427,8
5409,159,66,6/6/2006 14:26,1299,11
5410,124,9,6/6/2006 14:27,738,1
5411,258,34,6/6/2006 14:28,829,29
5412,267,231,6/6/2006 14:28,1192,30
5413,345,205,6/6/2006 14:28,991,1
5414,241,80,6/6/2006 14:29,542,28
5415,159,66,6/6/2006 14:30,683,11
5416,376,20,6/6/2006 14:31,1062,13
5417,74,44,6/6/2006 14:32,1236,29
5418,115,186,6/6/2006 14:32,723,17
5419,57,2,6/6/2006 14:33,956,11
5420,210,49,6/6/2006 14:34,933,27
5421,356,61,6/6/2006 14:34,1654,15
5422,310,54,6/6/2006 14:38,1277,28
5423,67,19,6/6/2006 14:39,970,16
5424,227,1,6/6/2006 14:39,554,29
5425,378,0,6/6/2006 14:39,625,30
5426,66,153,6/6/2006 14:40,668,28
5427,318,139,6/6/2006 14:40,1431,11
5428,64,1,6/6/2006 14:41,655,29
5429,5,200,6/6/2006 14:44,553,29
5430,12,135,6/6/2006 14:44,1611,11
5431,396,81,6/6/2006 14:44,1119,18
5432,363,42,6/6/2006 14:45,1296,29
5433,391,18,6/6/2006 14:45,1332,30
5434,359,118,6/6/2006 14:46,824,21
5435,363,134,6/6/2006 14:46,728,29
5436,150,5,6/6/2006 14:47,697,29
5437,283,345,6/6/2006 14:48,1015,11
5438,238,209,6/6/2006 14:50,1057,29
5439,119,271,6/6/2006 14:52,917,20
5440,312,38,6/6/2006 14:53,1472,29
5441,178,23,6/6/2006 14:56,1336,11
5442,342,1,6/6/2006 14:58,957,11
5443,225,319,6/6/2006 15:00,1041,30
5444,88,53,6/6/2006 15:01,1000,29
5445,327,112,6/6/2006 15:01,820,25
5446,0,50,6/6/2006 15:02,869,7
5447,94,46,6/6/2006 15:02,781,6
5448,382,350,6/6/2006 15:02,1018,15
5449,68,50,6/6/2006 15:03,771,29
5450,37,3,6/6/2006 15:05,1215,17
5451,344,389,6/6/2006 15:05,1011,27
5452,120,324,6/6/2006 15:07,665,29
5453,305,350,6/6/2006 15:07,1348,6
5454,264,229,6/6/2006 15:08,1066,29
5455,381,12,6/6/2006 15:08,960,29
5456,254,136,6/6/2006 15:09,1157,11
5457,281,1,6/6/2006 15:10,818,28
5458,345,283,6/6/2006 15:10,864,1
5459,50,93,6/6/2006 15:13,897,11
5460,230,93,6/6/2006 15:13,1127,28
5461,376,292,6/6/2006 15:14,1267,13
5462,102,75,6/6/2006 15:15,914,13
5463,54,252,6/6/2006 15:16,1091,29
5464,62,32,6/6/2006 15:17,1055,24
5465,90,204,6/6/2006 15:19,1241,30
5466,349,7,6/6/2006 15:19,563,1
5467,22,5,6/6/2006 15:20,467,24
5468,269,240,6/6/2006 15:20,786,6
5469,391,18,6/6/2006 15:21,1057,30
5470,33,2,6/6/2006 15:22,915,28
5471,208,3,6/6/2006 15:22,1528,17
5472,174,44,6/6/2006 15:23,1387,30
5473,388,19,6/6/2006 15:24,1759,11
5474,226,168,6/6/2006 15:25,909,30
5475,390,2,6/6/2006 15:25,1145,22
5476,116,16,6/6/2006 15:26,748,28
5477,281,1,6/6/2006 15:26,1195,28
5478,375,333,6/6/2006 15:28,1054,29
5479,29,58,6/6/2006 15:30,1390,25
5480,165,34,6/6/2006 15:32,1344,29
5481,387,69,6/6/2006 15:34,1487,28
5482,125,27,6/6/2006 15:35,1442,29
5483,283,37,6/6/2006 15:35,1147,28
5484,364,260,6/6/2006 15:35,1162,24
5485,182,13,6/6/2006 15:36,824,29
5486,78,331,6/6/2006 15:37,910,16
5487,267,5,6/6/2006 15:37,1160,30
